image_path,text,conf,merchant,source
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__08.png,Thời gian thanh toán 21.43-25/04/2026,0.9826,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__09.png,Luu người nhận để tản lbi nhanh,0.9539,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__10.png,S Luu,0.9328,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__11.png,hon vao lần sau,0.9222,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__12.png,Chia tiền Chuyển chấn,0.9451,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__13.png,,0.0,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__14.png,,0.0,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__15.png,8 Ban tiêu cho viec 9i12,0.9123,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__16.png,Anuầng a Cho Biaunh - MuaBin,0.8641,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Momo__fe5ad895-790e-459d-938a-9cca1f3d51c0__17.png,LAhã cảa tg 8o khác,0.8269,Momo,fe5ad895-790e-459d-938a-9cca1f3d51c0.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__00.png,17:190 I S CH,0.9239,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__01.png,,0.0,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__02.png,TECHCOMBANK SO,0.9272,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__03.png,Chuyển thành công,0.9766,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__04.png,"VND 3,600,000",0.9754,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__05.png,Người nhận,0.9786,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__06.png,DANG THI PHUONG THUY,0.9713,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__07.png,8873692338,0.9797,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__08.png,Ngàn hàng nhận,0.9611,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__09.png,Ngân hàng TMCP Bêu tu xà Phết triấn việt Nam,0.9154,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__10.png,Lời nhắn,0.9418,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__11.png,DANG PHUC NHAT chuyển,0.9656,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__12.png,Ngày chuyển,0.9378,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__13.png,"li thg 3, 2026 16c 17:17",0.9433,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__14.png,Mã giao dịch,0.9995,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__15.png,FT26070913394148,0.9992,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__16.png,Mã tham chiếu,0.9668,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__17.png,774521,0.9608,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__18.png,Pày là khoản chi tiâu gi,0.9022,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__19.png,,0.0,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__20.png,Chia Sá Luu mãu giao dịch Giao dịch mết,0.9462,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__21.png,C an teun,0.7928,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__01524a3e-eb85-43be-a9f3-4a61c9400926__22.png,,0.0,Techcombank,01524a3e-eb85-43be-a9f3-4a61c9400926.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__00.png,10:550 I KCO,0.9117,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__01.png,,0.0,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__02.png,TECHCOMBANK SO,0.9025,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__03.png,Chuyển thành công,0.9679,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__04.png,"VND 500,000",0.9963,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__05.png,Người nhận,0.9828,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__06.png,HO TRONG THANH,0.9783,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__07.png,1040542336,0.91,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__08.png,Ngân hàng nhận,0.9323,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__09.png,Ngân hàng TMCP Ngoai thuơng Việt Nam,0.9642,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__10.png,Lời nhắn,0.9925,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__11.png,DANG PHUC NHAT chuyển,0.9373,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__12.png,Ngày chuyển,0.9588,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__13.png,"21 thg 9,2024 1c 10:55",0.9543,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__14.png,Mã giao dịch,0.9698,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__15.png,FT24265654180804,0.9994,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__16.png,Mã tham chiếu,0.9713,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__17.png,462283,0.9942,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__18.png,,0.0,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__19.png,Chla Sá Luu mấu giao dịch Giao dịch mếi,0.9356,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__20.png,Hoàn thành,0.9151,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__07730368-985f-4a0f-9dbd-874a3dcc29b6__21.png,,0.0,Techcombank,07730368-985f-4a0f-9dbd-874a3dcc29b6.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__00.png,21:530 I S 679,0.8786,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__01.png,,0.0,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__02.png,TECHCOMBANK SO,0.9025,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__03.png,Chuyển thành công,0.9679,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__04.png,"VND 3,860,000",0.9655,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__05.png,Người nhận,0.9829,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__06.png,NGO PHỤ THU HA,0.9573,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__07.png,100889823668,0.9571,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__08.png,Ngân hàng nhận,0.9323,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__09.png,Ngân hàng TMCP công thương Việt Nam,0.9509,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__10.png,Lời nhắn,0.9925,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__11.png,DANG PHUC NHAT chuyển,0.9373,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__12.png,Ngày chuyển,0.9584,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__13.png,"6 thg 10,2024 1c 21:53",0.9413,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__14.png,Mã giao dịch,0.9697,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__15.png,FT24281463639370,0.9992,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__16.png,Mã tham chiếu,0.9713,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__17.png,478777,0.9326,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__18.png,,0.0,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__19.png,Chla Sá Luu mấu giao dịch Giao dịch mếi,0.9356,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__20.png,Hoàn thành,0.9151,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__1f0b5d89-d30d-4618-8d35-b8204cbcb383__21.png,,0.0,Techcombank,1f0b5d89-d30d-4618-8d35-b8204cbcb383.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__00.png,19:29 0 I K8,0.8974,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__01.png,,0.0,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__02.png,TECHCOMBANK SO,0.9025,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__03.png,Chuyển thành công,0.9679,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__04.png,"VND 250,000",0.9626,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__05.png,Người nhận,0.983,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__06.png,TRAN QUANG THAI,0.9421,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__07.png,9985995146,0.9901,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__08.png,Ngân hàng nhận,0.9323,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__09.png,Ngân hàng TMCP Ngoai thuơng Việt Nam,0.9642,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__10.png,Lời nhắn,0.9925,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__11.png,DANG PHUC NHAT chuyển,0.9373,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__12.png,Ngày chuyển,0.9588,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__13.png,"21 thg 9,2024 1c 19:29",0.9677,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__14.png,Mã giao dịch,0.9698,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__15.png,FT24265855891022,0.9816,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__16.png,Mã tham chiếu,0.9713,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__17.png,496158,0.946,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__18.png,,0.0,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__19.png,Chla Sá Luu mấu giao dịch Giao dịch mếi,0.9356,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__20.png,Hoàn thành,0.9151,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__5b35b8ef-1e33-4988-818c-7238b4ea1af8__21.png,,0.0,Techcombank,5b35b8ef-1e33-4988-818c-7238b4ea1af8.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__00.png,23:474 I A0 652,0.9512,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__01.png,,0.0,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__02.png,TECHCOMBANK S,0.9288,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__03.png,Chuyển thành công,0.9537,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__04.png,TÓI NGUYEN BA NINH,0.9533,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__05.png,"VND 200,000",0.9727,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__06.png,Tài khoàn nhận,0.9462,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__07.png,Ngân hàng TMCP công thương Việt Nam,0.9469,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__08.png,1088 7655 1812,0.9754,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__09.png,Lời nhắn,0.9248,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__10.png,THÀNH TIỀN DAT chuyen tien,0.9703,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__11.png,Ngày thyc hiền,0.924,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__12.png,"lthg 3,2026 1ốc 23:47",0.9648,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__13.png,Mã giao dịch,0.9405,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__14.png,FT26061786592339,0.976,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__15.png,Pày là khoản chi tiêu gi2,0.9272,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__16.png,G tueccnn,0.7847,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__17.png,1 -,0.7286,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__18.png,Chia sê Luu nguời nhận Chia tiền,0.9684,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__19.png,C anten,0.7546,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6066fb5e-3dd3-4d16-9126-f3af1de36afd__20.png,,0.0,Techcombank,6066fb5e-3dd3-4d16-9126-f3af1de36afd.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__00.png,21:420 I AC CC,0.9343,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__01.png,Luu nguời nhận,0.9582,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__02.png,,0.0,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__03.png,TECHCOMEANK SO,0.8889,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__04.png,Chuyển thành công,0.9659,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__05.png,TÓI NGUYEN TRUNG HIEU,0.9547,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__06.png,"VND 35,000",0.9794,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__07.png,Tài khoàn nhận,0.9571,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__08.png,Ngân hàng TMCP công thuơng Việt Nam,0.9315,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__09.png,1018 7225 5015,0.9623,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__10.png,Lời nhắn,0.9516,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__11.png,DANG PHUC NHAT chuyen tien,0.9794,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__12.png,Ngày thuc hiền,0.9261,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__13.png,"2 thg 10,2024 1c 21:42",0.9864,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__14.png,Mã giao dịch,0.9734,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__15.png,FT24276633896095,0.9652,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__16.png,S Ban cố thê nhân lối nhuấn mội ngày tối,0.9144,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__17.png,GNECeEUTS,0.7406,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__18.png,S Xnản ngay trần gố du tài khoản ven,0.9099,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__19.png,Hoàn thành,0.9679,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__6eece0fb-f434-4bd5-beef-4b5b5d66afa5__20.png,,0.0,Techcombank,6eece0fb-f434-4bd5-beef-4b5b5d66afa5.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__00.png,11:54 0 I S 07,0.923,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__01.png,,0.0,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__02.png,TECHCOMBANK SO,0.9272,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__03.png,Chuyển thành công,0.9766,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__04.png,"VND 200,000",0.9658,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__05.png,Người nhận,0.9786,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__06.png,PHAM TIỀN HÀNG,0.9064,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__07.png,0374179678,0.9995,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__08.png,Ngàn hàng nhận,0.9611,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
images/Techcombank__93cf545e-66f3-4edd-b983-4d2a93ff7c67__09.png,Ngân hàng TMCP công thuơng Việt Nam,0.9533,Techcombank,93cf545e-66f3-4edd-b983-4d2a93ff7c67.jpg
