text,label
be bike 35k,Di chuyển
hôm nay chi thuê trọ 800k vừa xong,Nhà ở
cafe ngồi chơi 350k,Giải trí
freelance làm slide 250k,Freelance
chuyển khoản tã bỉm 15tr (2026),Gia đình
hôm nay từ thiện 10tr luôn,Từ thiện
cuối tuần thuê phòng hostel 25k luôn,Du lịch
"ba mẹ 50,000 thật",Gia đình
sửa ống nước tháng này 8tr,Nhà ở
cuối tuần trả tk nhận tiền tháng 50000 haiz,Lương
mua từ điển Anh Việt Oxford 250k,Giáo dục
tháng này trả game 70k hơi đau ví,Giải trí
nhận cho thuê nhà 700k,Đầu tư
ăn tối bánh khọt 45k,Ăn uống
chợ đêm mua dép 40k,Mua sắm
cashback shopee 8tr rồi,Thu nhập khác
cuối tháng trả con 25k vừa xong,Gia đình
phong bì mỹ phẩm tặng 800k (2026),Quà tặng
từ thiện cuối năm tặng quà trẻ em 1tr,Từ thiện
vừa Du lịch 60k luôn,Du lịch
du lịch Phú Quốc vé máy bay 800k,Du lịch
tháng này sách 3tr nhé,Giáo dục
cuối tuần vé tàu hỏa Sài Gòn Đà Nẵng 25k thật,Di chuyển
hôm nay đặt cơm tấm 80k,Ăn uống
mua điện thoại phụ kiện 90k,Mua sắm
ủng hộ bà con vùng lũ Quảng Ngãi 500k,Từ thiện
ờm thức ăn chó 180k lần này,Thú cưng
tối qua ông bà 50k vnd á,Gia đình
trả doanh thu 120k,Bán hàng
tối qua chi con 50000 haiz,Gia đình
tháng này chi content 20k thật,Freelance
tối qua order shopee 90k hơi đau ví,Mua sắm
05-05-2026 chi sửa đồ 120k vừa xong,Khác
ờm sửa xe máy 50.000 vừa xong,Di chuyển
tháng này mua đồ gia dụng 50000 lần này,Mua sắm
05-05-2026 lãi tiết kiệm 900k haiz,Đầu tư
tối qua chi cưới 350.000đ haiz,Quà tặng
cuối tuần trả quyên góp 35k,Từ thiện
ờm gia sư 25k haiz,Giáo dục
tháng này thuê phòng hostel bụi 2tr5 thật,Du lịch
tháng này nhậu trà sữa 2tr đấy,Ăn uống
ờm thanh toán wifi 100k luôn,Hóa đơn
cuối tháng trả ba mẹ 35k vừa xong,Gia đình
tối qua trả sửa đồ 50000 luôn,Khác
phí linh tinh tháng 150k,Khác
chuyển khoản tiền ba mẹ 600k — ghi chú,Gia đình
05-05-2026 chi phí nghỉ dưỡng 250k thật,Du lịch
khám thú y định kỳ 400k,Thú cưng
05-05-2026 chi học phí 80k vừa xong,Giáo dục
vừa phí làm giấy tờ hành chính 8tr vừa xong,Khác
tháng này trả Du lịch 8tr lần này,Du lịch
05-05-2026 khách ck 50.000 rồi,Bán hàng
hôm nay mua vitamin 150k nhé,Sức khỏe
tối qua nấu cà phê 250k đấy,Ăn uống
tháng này sắm đồ gia dụng 2tr5 vừa xong,Mua sắm
mua que thử thai 30k,Sức khỏe
đóng phí quản lý chung cư 15k lần này,Nhà ở
tiền mừng nhận 350k,Thu nhập khác
tối qua ông bà 12tr luôn,Gia đình
phong bì socola 40k,Quà tặng
thanh toán tiền điện tháng 5,Hóa đơn
vừa chi quà bạn 40k thật,Quà tặng
mẹ ck cho 1tr2,Thu nhập khác
thu bán hàng Facebook 250k,Bán hàng
nấu cơm hộp 350k á,Ăn uống
ờm việc linh tinh 300k,Khác
hôm nay trả nhận mừng 300k vừa xong,Thu nhập khác
cuối tuần website 150k,Freelance
chi cổ tức 180k á,Đầu tư
tối qua trả payroll 50k vnd thật,Lương
hôm nay khóa học 80k luôn,Giáo dục
tháng này quà bạn 150k,Quà tặng
mua quà tết 650k,Quà tặng
"GRAB FOOD 1,5tr",Ăn uống
tiền từ lãi gửi kỳ hạn 350k đồng,Đầu tư
đặt túi xách trên mạng 95k,Mua sắm
lợi tức trái phiếu 2tr,Đầu tư
order canteen 90k đấy,Ăn uống
be bike đi làm 1tr2,Di chuyển
ờm giúp đỡ 200k thật,Từ thiện
lớp tiếng Anh 45k,Giáo dục
vừa gym 180k đấy,Sức khỏe
vừa chi Du lịch 50000 vừa xong,Du lịch
05-05-2026 ba mẹ 12tr luôn,Gia đình
05-05-2026 trả dạy kèm 1tr2 lần này,Freelance
05-05-2026 trả thưởng tết 25k thật,Thưởng
đặt quần jean trên mạng 25.000đ,Mua sắm
ông bà 180k xong,Gia đình
ờm tiêm phòng 2tr vừa xong,Thú cưng
thức ăn chó 1tr á,Thú cưng
cuối tháng trả refund 80k á,Thu nhập khác
cuối tháng chi nhận mừng 15k luôn,Thu nhập khác
tháng này đi grab bike 10tr thật,Di chuyển
ờm chi Du lịch 30k lần này,Du lịch
05-05-2026 thú y 180k,Thú cưng
freelance làm website 1tr5,Freelance
ờm sinh nhật 50000 á,Quà tặng
chi logo 55k luôn,Freelance
ờm chi website 100k đấy,Freelance
bán hàng Tiki tháng 4tr,Bán hàng
cuối tháng chi bán đồ cũ 100k nhé,Bán hàng
05-05-2026 trả gia sư 35k,Giáo dục
ờm đóng tiền nước 15 triệu,Hóa đơn
tối qua doanh thu 12tr xong,Bán hàng
bán điện thoại iPhone cũ 3tr,Bán hàng
ờm cọc trả lại 350k á,Thu nhập khác
tiền lương từ ngân hàng 2tr5,Lương
ăn vặt cuối tuần 12tr,Ăn uống
ờm order giày 90k haiz,Mua sắm
vừa order túi 15k hơi đau ví,Mua sắm
tháng này vé tàu hỏa Sài Gòn Đà Nẵng 15k thật,Di chuyển
cuối tuần chi phí be 80k rồi,Di chuyển
cuối tuần thuê xe đi du lịch 120k nhé,Du lịch
05-05-2026 sửa đồ 50000 vừa xong,Khác
hôm nay cát mèo 500k rồi,Thú cưng
tháng này chi sách 150k đấy,Giáo dục
hôm nay cổ tức 450k thật,Đầu tư
05-05-2026 trả sữa bé 20k thật,Gia đình
mua bia rượu tặng 150k,Quà tặng
thuê nhà 1tr2 thật,Nhà ở
GRAB FOOD,Ăn uống
lương kỳ 25k,Lương
cho thuê 8tr thật,Đầu tư
tháng này trả sửa nhà 40k haiz,Nhà ở
05-05-2026 chi website 300k nhé,Freelance
cho thuê 18k hơi đau ví,Đầu tư
hôm nay hoàn tiền ngân hàng 1tr2 luôn,Thu nhập khác
cty thưởng tết 60k,Thưởng
tháng này trả sữa bé 50000 hơi đau ví,Gia đình
chi cát mèo 200k vừa xong,Thú cưng
tiền từ quỹ mở 80k (2026),Đầu tư
cuối tuần chi gia sư 30k haiz,Giáo dục
"cuối tuần grab food 50,000 haiz",Ăn uống
hôm nay đóng tiền nhà 250k thật,Nhà ở
mua cát mèo 1tr2,Thú cưng
cuối tuần trả phát sinh 350.000đ rồi,Khác
05-05-2026 trả KPI 100k,Thưởng
ờm trả quà bạn 45k haiz,Quà tặng
cuối tháng trả khách ck 35k hơi đau ví,Bán hàng
cuối tháng trả nạp dt 50k luôn,Hóa đơn
tặng mỹ phẩm tặng 1tr2 lần này,Quà tặng
nội thất 30k nhé,Nhà ở
05-05-2026 tết 15k rồi,Quà tặng
hôm nay thuốc 120k xong,Sức khỏe
cổ tức 800k,Đầu tư
05-05-2026 trả KPI 50.000 rồi,Thưởng
cuối tuần internet 900k xong,Hóa đơn
đi làm bằng grab 60k,Di chuyển
tặng bia rượu tặng 150k,Quà tặng
vcb +200k lương,Lương
05-05-2026 chi bán đồ cũ 350.000đ xong,Bán hàng
tiền lương từ công ty 900k,Lương
chi tết 400k á,Quà tặng
ờm nhận tiền ship COD 400k đấy,Bán hàng
tiêm phòng chó 100k,Thú cưng
vừa trả cát mèo 120k rồi,Thú cưng
cuối tuần nhận lại tiền cọc 800k đấy,Thu nhập khác
ờm chi sách 90k nhé,Giáo dục
chuyển khoản nhận từ khách hàng 4tr,Bán hàng
tháng này video 200k thật,Freelance
trả tiền xăng ô tô 55k,Di chuyển
"cuối tuần chi thức ăn chó 50,000",Thú cưng
order trà sữa 120k,Ăn uống
05-05-2026 karaoke 600k vừa xong,Giải trí
vừa shopee 40k luôn,Bán hàng
ờm trả từ thiện 100k đấy,Từ thiện
tối qua doanh thu 18k thật,Bán hàng
vừa trả hóa đơn chung cư 250k luôn,Hóa đơn
Be 1tr5,Di chuyển
cuối tháng đồ dùng học 50.000 đấy,Giáo dục
mua điện thoại phụ kiện 30k,Mua sắm
cuối tuần gym 30k thật,Sức khỏe
lớp tin học 25.000đ,Giáo dục
đăng ký Spotify Premium 59k,Hóa đơn
hôm nay linh tinh 5tr đấy,Khác
ờm phí duy trì tài khoản 900k luôn,Hóa đơn
sắm túi 1tr2 thật,Mua sắm
tháng này Du lịch 350k xong,Du lịch
hôm nay trả doanh thu 1tr2 á,Bán hàng
chi phí gia sư 20tr (2026),Giáo dục
chi incentive 8tr,Thưởng
vừa chốt đơn giày 25k lần này,Mua sắm
tặng hoa tươi 15tr,Quà tặng
nhận tiền thiết kế logo 50kđ,Freelance
ờm vé xe khách 350.000đ,Di chuyển
trả cọc trả lại 50k vnd xong,Thu nhập khác
cuối tuần tiền công ty 800k rồi,Lương
ờm trả thuốc 8tr xong,Sức khỏe
tiền ship giao hàng 50k,Di chuyển
ờm linh tinh 45k á,Khác
ờm phí bank 45k á,Hóa đơn
mua tai nghe 8tr haiz,Mua sắm
ờm trả chụp ảnh 90k luôn,Freelance
chi gia sư 120k thật,Giáo dục
siêu thị mua váy 15tr,Mua sắm
05-05-2026 chi video 800k nhé,Freelance
tháng này phở bò 300k vừa xong,Ăn uống
cuối tháng chốt đơn giày 800k,Mua sắm
trả phát sinh 450k hơi đau ví,Khác
cho thuê 25k luôn,Đầu tư
cuối tháng trả hoàn tiền 150k đấy,Thu nhập khác
Tiki mua giày sneaker 400k,Mua sắm
mua vitamin 220k,Sức khỏe
cuối tuần gym 250k rồi,Sức khỏe
đặt quạt điện trên mạng 450k vừa chi,Mua sắm
cuối tháng phát sinh 50000 đấy,Khác
mua hoa tươi 25.000đ,Quà tặng
hình như chi phí xin visa Thái Lan 50.000,Du lịch
cuối tháng trả incentive 900k xong,Thưởng
phong bì quà tết 180k,Quà tặng
ờm khóa học 50000 á,Giáo dục
tháng này chi nạp dt 50k hơi đau ví,Hóa đơn
hôm nay website 8tr nhé,Freelance
cho lì xì con 200k,Quà tặng
HR chuyển 500k hơi đau ví,Lương
tối qua chi incentive 3tr haiz,Thưởng
bonus quý 50k vnd,Thưởng
05-05-2026 nhậu grab food 300k luôn,Ăn uống
ờm chi shopee 45k luôn,Bán hàng
hôm nay doanh thu 350.000đ á,Bán hàng
ủng hộ chùa 120.000đ,Từ thiện
tối qua chi từ thiện 350.000đ lần này,Từ thiện
góp quỹ vaccine 75k — ghi chú,Từ thiện
vé máy bay chuyến đi 40k (2026),Du lịch
hôm nay chi cổ tức 700k đấy,Đầu tư
thanh toán tip phục vụ 950k tháng này,Khác
cuối tuần trả tiền công ty 40k đấy,Lương
tối qua lãi tiết kiệm 1tr haiz,Đầu tư
taxi sân bay 2tr (2026),Di chuyển
vừa ủng hộ 5tr haiz,Từ thiện
05-05-2026 chi sửa đồ 250k luôn,Khác
tháng này game 900k rồi,Giải trí
cuối tháng trả đồ dùng học 70k rồi,Giáo dục
wifi 12tr vừa xong,Hóa đơn
tối qua từ thiện 15k á,Từ thiện
cuối tuần trả sách 90k hơi đau ví,Giáo dục
du lịch Cần Thơ thuê xe máy 40k,Du lịch
cashback thẻ 10tr,Thu nhập khác
in ấn 250k,Khác
khách sạn Nha Trang 1 đêm 500k,Du lịch
trả tiền điện 1tr vừa xong,Hóa đơn
mua quà sinh nhật 300k,Quà tặng
tối qua tiêm phòng 200k á,Thú cưng
05-05-2026 nấu bánh mì 45k á,Ăn uống
cuối tháng trả KPI 60k thật,Thưởng
hôm nay vé tàu hỏa Sài Gòn Đà Nẵng 250k vừa xong,Di chuyển
hôm nay chi dạy kèm 2tr thật,Freelance
tối qua son 50.000 vừa xong,Mua sắm
hôm nay mua thuốc cho bản thân 700k,Sức khỏe
vitamin 55k luôn,Sức khỏe
cuối tuần trả tết 50000,Quà tặng
tối qua trả gas 40k vừa xong,Hóa đơn
cuối tháng nhận mừng 40k á,Thu nhập khác
sinh nhật 25k hơi đau ví,Quà tặng
hoa don internet 800k,Hóa đơn
ngày 8/3 tặng hoa mẹ 200k,Quà tặng
cửa hàng mua tai nghe 250k,Mua sắm
05-05-2026 lương kỳ 50k xong,Lương
05-05-2026 gas bếp 2tr5 vừa xong,Nhà ở
cuối tháng chi ông bà 1tr2 lần này,Gia đình
du lịch Cần Thơ mua tour 250k,Du lịch
tối qua trả cọc trả lại 50.000 xong,Thu nhập khác
vừa KPI 400k vừa xong,Thưởng
chi spotify 200k haiz,Giải trí
tháng này KPI 250k haiz,Thưởng
tháng này chi thú y 50kđ đấy,Thú cưng
cuối tháng gas 45k đấy,Hóa đơn
hôm nay ủng hộ 10tr xong,Từ thiện
đặt giày sneaker trên mạng 25k,Mua sắm
cuối tuần khách ck mua hàng 15 triệu luôn,Bán hàng
05-05-2026 cưới 55k,Quà tặng
vừa chi không rõ 70k thật,Khác
cuối tháng trả tiêm phòng 2tr,Thú cưng
ờm khóa học 30k thật,Giáo dục
cuối tuần chi thưởng tết 50000,Thưởng
chi điều hòa 120.000đ tháng này,Nhà ở
tiền boa phục vụ 50k,Khác
tháng này trả tiền điện 25k nhé,Hóa đơn
lương startup 550k,Lương
thuong du an 200k,Thưởng
tối qua gas bếp 150k thật,Nhà ở
toang ví bay màu vì đồ ăn delivery 100k,Ăn uống
cuối tuần đóng tiền nhà 2tr,Nhà ở
cuối tháng gia sư 450k đấy,Giáo dục
"ờm nấu lẩu 50,000 haiz",Ăn uống
vừa linh tinh 150k luôn,Khác
cuối tháng ủng hộ 50.000 nhé,Từ thiện
bonus quý 100k,Thưởng
tháng này trả doanh thu 90k,Bán hàng
vừa doanh thu 50.000 rồi,Bán hàng
ờm chi tiền công ty 20k lần này,Lương
từ thiện bệnh nhân ung thư 1tr,Từ thiện
cuối tháng chi payroll 5tr vừa xong,Lương
sửa xe máy 10tr đấy,Di chuyển
vừa chi Du lịch 90k thật,Du lịch
tháng này trả linh tinh 12tr vừa xong,Khác
chuyển khoản tã bỉm 120.000đ,Gia đình
thanh toán đặt cọc 55k,Khác
hình như mua đồ gia dụng 50k thật,Mua sắm
freelance làm video 20tr,Freelance
"tháng này chụp ảnh 50,000 á",Freelance
cuối tháng chi thức ăn chó 35k á,Thú cưng
vừa chi gym 600k vừa xong,Sức khỏe
đau tu coin loi 3tr,Đầu tư
canteen trường 50k vnd,Ăn uống
nhận bonus dự án 350k đồng,Thưởng
cuối tháng từ thiện 70k rồi,Từ thiện
tối qua lãi tiết kiệm 15k,Đầu tư
thu bán laptop 750k — ghi chú,Bán hàng
cuối tháng chi wifi 55k luôn,Hóa đơn
vừa website 600k thật,Freelance
tháng này tiền chăm sóc gia đình 10tr rồi,Gia đình
tối qua chi doanh thu 350.000đ á,Bán hàng
"05-05-2026 chi thú y 50,000 hơi đau ví",Thú cưng
tối qua phim 100k hơi đau ví,Giải trí
trả điện 350k luôn,Hóa đơn
mua khám thú y cho thú cưng 650k,Thú cưng
shipper nhận công 50000,Freelance
tháng này người thân gửi lại tiền 15tr nhé,Thu nhập khác
vừa chi internet 700k xong,Hóa đơn
khảo sát online 95k tháng này,Thu nhập khác
tối qua cổ tức 50.000 nhé,Đầu tư
vừa taxi 40k haiz,Di chuyển
ờm sinh nhật 15tr luôn,Quà tặng
hôm nay sinh nhật 50000 luôn,Quà tặng
chi spotify 50k đấy,Giải trí
freelance chụp ảnh 900k,Freelance
ờm tiền về quê 50000 hơi đau ví,Gia đình
tháng này trả Du lịch 180k xong,Du lịch
lo lắng cho gia đình hằng tháng 3tr,Gia đình
vừa chi ba mẹ 12tr haiz,Gia đình
tối qua trả tiêm phòng 1tr2 vừa xong,Thú cưng
uống trà sữa 350.000đ lần này,Ăn uống
vừa khóa học 1tr2 vừa xong,Giáo dục
tối qua trả tiêm phòng 1tr2 luôn,Thú cưng
"cuối tháng chi phát sinh 50,000 thật",Khác
đặt bữa sáng grab food 95k,Ăn uống
tháng này trả điện 1tr2 haiz,Hóa đơn
tối qua trả incentive 55k nhé,Thưởng
tối qua bowling 1tr,Giải trí
cùng đồng nghiệp bún thịt nướng 45k,Ăn uống
tháng này mua SSD 2tr5 nhé,Mua sắm
05-05-2026 spotify 80k luôn,Giải trí
05-05-2026 thức ăn chó 3tr,Thú cưng
tối qua trả con 3tr,Gia đình
mb nhận tiền công ty 200k,Lương
cuối tháng thưởng tết 1tr2 haiz,Thưởng
cát mèo 25k thật,Thú cưng
vừa chi bán đồ cũ 1tr thật,Bán hàng
Du lịch 1tr đấy,Du lịch
"05-05-2026 gia sư 50,000 rồi",Giáo dục
vừa cổ tức 50k vnd hơi đau ví,Đầu tư
cuối tháng trả bán đồ cũ 12tr nhé,Bán hàng
freelance viết content 1tr2,Freelance
cuối tuần book be 20k đấy,Di chuyển
chi giúp đỡ 350.000đ luôn,Từ thiện
thu doanh thu Shopee 200k,Bán hàng
tối qua chi Du lịch 350k đấy,Du lịch
ờm tiền cho em gái đi học 350k haiz,Gia đình
đăng kiểm 10tr,Di chuyển
khám thú y 50kđ,Thú cưng
chợ đêm mua áo thun 15tr,Mua sắm
chi cashback 5tr xong,Thu nhập khác
ờm sinh nhật 50kđ vừa xong,Quà tặng
lương tháng 5 12tr lần này,Lương
05-05-2026 payroll 300k thật,Lương
ờm trả tiền điện 120k rồi,Hóa đơn
tối qua nạp dt 400k lần này,Hóa đơn
cuối tuần chi hoa 100k lần này,Quà tặng
chuyển khoản sinh hoạt gia đình 650k,Gia đình
điều trị tâm lý với chuyên gia 600k,Sức khỏe
hôm nay cashback 700k vừa xong,Thu nhập khác
hôm nay mua đồ cho bố mẹ 50k rồi,Gia đình
cuối tuần chi sách 250k haiz,Giáo dục
tiền mừng nhận 900k,Thu nhập khác
resort Mũi Né 15.000.000,Du lịch
cuối tuần khách ck tiền đơn 100k thật,Bán hàng
cuối tuần trả logo 450k xong,Freelance
vừa nhậu canteen 10tr thật,Ăn uống
05-05-2026 nạp dt 2tr luôn,Hóa đơn
tháng này trả payroll 35k lần này,Lương
mua bánh bao buổi sáng 20k,Ăn uống
cầu đường 20k á,Di chuyển
trả tiền Be 220k,Di chuyển
chuyển khoản tiền ba mẹ 400k,Gia đình
thanh toán phát sinh 12tr,Khác
cuối tuần chi khóa học 450k luôn,Giáo dục
incentive 12tr vừa xong,Thưởng
ờm khám tổng quát 1tr5 vừa xong,Sức khỏe
05-05-2026 trả Du lịch 20k haiz,Du lịch
cuối tuần trả tiền điện 120k vừa xong,Hóa đơn
ờm chi incentive 55k nhé,Thưởng
ăn uống hàng ngày 150k,Ăn uống
hôm nay chi khoản cty chuyển 900k xong,Lương
hình như hoàn tiền momo 800k thật,Thu nhập khác
chi phí vé metro 3tr,Di chuyển
ờm thức ăn chó 500k rồi,Thú cưng
hôm nay grab food 2tr5 luôn,Ăn uống
05-05-2026 nhận khoản hỗ trợ 15k vừa xong,Thu nhập khác
tối qua chi lãi tiết kiệm 90k vừa xong,Đầu tư
ờm chi Du lịch 25k,Du lịch
cuối tuần chi phí xin visa Thái Lan 500k vừa xong,Du lịch
vừa trả học phí 300k thật,Giáo dục
tk tăng bất thường sáng nay 12tr,Lương
cuối tuần chi doanh thu 800k đấy,Bán hàng
"tháng này netflix 1,5tr thật",Giải trí
tháng này bán đồ cũ trên chợ tốt 120k rồi,Bán hàng
vừa sửa đồ 120k lần này,Khác
05-05-2026 trả sửa nhà 700k á,Nhà ở
vừa phát sinh 350k rồi,Khác
cuối tuần chi payroll 200k á,Lương
cuối tuần tiêm phòng 30k,Thú cưng
chi cát mèo 60k nhé,Thú cưng
chi giúp đỡ 50k vừa xong,Từ thiện
cuối tháng chi doanh thu 450k lần này,Bán hàng
vừa trả content 100k,Freelance
nước ép trái cây 35k,Ăn uống
ờm cổ tức 300k lần này,Đầu tư
vừa hoàn tiền ngân hàng 12tr vừa xong,Thu nhập khác
chuyển khoản cho mẹ để thuốc 1tr,Gia đình
hôm nay Du lịch 700k vừa xong,Du lịch
hình như đóng tiền nước 15tr rồi,Hóa đơn
"tháng này Du lịch 50,000 haiz",Du lịch
ờm mua vitamin 20k thật,Sức khỏe
"vừa trả chụp ảnh 1,5tr đấy",Freelance
mua thuốc cho bản thân 500k nhé,Sức khỏe
hôm nay quạt 100k nhé,Nhà ở
chi không rõ 50k thật,Khác
tháng này chi khóa học 350.000đ nhé,Giáo dục
cuối tháng con 900k,Gia đình
tối qua trả cát mèo 180k hơi đau ví,Thú cưng
dt mới 15 triệu đấy,Mua sắm
mua game Steam sale mùa hè 450k,Giải trí
học phí kỳ 2 50k vnd,Giáo dục
học phí kỳ 2 200k,Giáo dục
hôm nay nhận tiền freelance web 80k rồi,Freelance
ờm karaoke 80k luôn,Giải trí
khách ck 35k á,Bán hàng
01-12-2024 mua sắm tiki 500k,Mua sắm
tiền từ lợi nhuận chứng khoán 750k,Đầu tư
vừa sửa đồ 900k,Khác
vừa nhậu shopeefood 15tr luôn,Ăn uống
gửi thú cưng vào resort khi đi du lịch 800k,Thú cưng
hôm nay thưởng dự án 20k rồi,Thưởng
hôm nay sửa đồ 50k á,Khác
tối qua KPI 350.000đ luôn,Thưởng
ăn vặt cuối tuần 400k,Ăn uống
05-05-2026 quạt 1tr2 thật,Nhà ở
05-05-2026 thay nhớt xe 800k vừa xong,Di chuyển
hôm nay incentive 350.000đ thật,Thưởng
thu bán hàng 3tr,Bán hàng
tối qua chi trái phiếu 90k lần này,Đầu tư
"tối qua trả incentive 1,5tr đấy",Thưởng
ờm game 15k,Giải trí
ờm tk nhận tiền tháng 1tr2 rồi,Lương
ờm trả gas bếp 30k á,Nhà ở
ờm trả Du lịch 18k haiz,Du lịch
thu bán laptop 50k tháng này,Bán hàng
đóng phí thi 150k,Giáo dục
thuong du an 700k,Thưởng
05-05-2026 chi phí sửa xe 2tr vừa xong,Di chuyển
05-05-2026 hoàn tiền momo 200k,Thu nhập khác
đóng sách giáo khoa 30k — ghi chú,Giáo dục
đặt cọc 5tr tháng này,Khác
hôm nay tai nghe 150k haiz,Mua sắm
ờm Du lịch 40k hơi đau ví,Du lịch
ck phòng trọ,Nhà ở
hôm nay chi vitamin 2tr5 lần này,Sức khỏe
ờm chi cọc trả lại 15k,Thu nhập khác
tháng này thưởng dự án 10tr hơi đau ví,Thưởng
tối qua trả nha khoa 600k haiz,Sức khỏe
hôm nay hoa 15tr xong,Quà tặng
tháng này trả thưởng tết 120k vừa xong,Thưởng
sinh nhật bạn đồ ăn Hàn 250k vừa chi,Ăn uống
05-05-2026 chi thuê nhà 150k haiz,Nhà ở
cuối tuần thuê trọ 50k lần này,Nhà ở
nhận tiền công tháng 50k vnd,Lương
ờm chi lương kỳ 1tr thật,Lương
tối qua trả bán đồ cũ 150k xong,Bán hàng
vé xem phim 1tr2,Giải trí
cuối tháng chi trái phiếu 40k luôn,Đầu tư
cuối tuần chi phí nghỉ dưỡng 4tr đấy,Du lịch
tháng này chi bowling 450k,Giải trí
cuối tuần thuốc 15tr xong,Sức khỏe
"tặng phong bì cưới 1,5tr",Quà tặng
"hôm nay uống shopeefood 1,5tr rồi",Ăn uống
trả tiền thay nhớt 280k,Di chuyển
cuối tháng sửa đồ 120k á,Khác
internet FPT 120k vừa chi,Hóa đơn
chi phí gia sư 500k,Giáo dục
chứng chỉ 250k,Giáo dục
tối qua hoàn tiền 3tr đấy,Thu nhập khác
vừa chi nha khoa 50.000 đấy,Sức khỏe
ờm thuê trọ 15tr lần này,Nhà ở
chi phí lớp tin học 280k,Giáo dục
trả tiền Grab Bike 200k,Di chuyển
câu cá 10tr,Giải trí
chi spotify 50kđ luôn,Giải trí
05-05-2026 KPI 55k hơi đau ví,Thưởng
05-05-2026 internet 180k haiz,Hóa đơn
05-05-2026 tiêm phòng 55k hơi đau ví,Thú cưng
tiêm phòng 100k (2026),Thú cưng
tối qua trả thưởng tết 250k luôn,Thưởng
gọi đồ ăn shipper về nhà 120k,Ăn uống
dịp lễ bún chả Hà Nội 1tr5,Ăn uống
hoàn tiền ngân hàng 10k luôn,Thu nhập khác
05-05-2026 trả sửa đồ 350.000đ rồi,Khác
vừa sữa bé 90k haiz,Gia đình
chuyển khoản phụng dưỡng 2tr,Gia đình
ăn trưa tokbokki 12tr,Ăn uống
ờm chuyển tiền nhầm 400k nhé,Khác
sửa lốp xe 450k,Di chuyển
chi sữa bé 30k thật,Gia đình
"ờm sinh nhật 50,000 lần này",Quà tặng
tháng này bán đồ cũ trên chợ tốt 350.000đ haiz,Bán hàng
cuối tháng Du lịch 350.000đ đấy,Du lịch
freelance làm video 650k,Freelance
học thiền định yoga 700k,Giáo dục
trả lãi tiết kiệm 8tr á,Đầu tư
cuối tuần taxi ra sân bay 100k thật,Di chuyển
hôm nay sửa xe máy 30k,Di chuyển
chi tiền về quê 150k thật,Gia đình
hôm nay trả nhận mừng 55k á,Thu nhập khác
thuê căn hộ studio 8tr,Nhà ở
cuối tuần nhận khoản hỗ trợ 350k thật,Thu nhập khác
05-05-2026 khóa học 80k á,Giáo dục
trả tiền vé máy bay nội địa 750k,Di chuyển
tháng này chi nhận mừng 18k thật,Thu nhập khác
thanh toán đặt cọc 100k,Khác
hôm nay thu tiền khách mua sản phẩm 80k luôn,Bán hàng
ờm trả website 150k vừa xong,Freelance
hôm nay thú y 900k á,Thú cưng
"thu bán xe máy cũ 1,5tr",Bán hàng
tháng này chi bowling 1tr nhé,Giải trí
tháng này trả quyên góp 50k xong,Từ thiện
ờm netflix 350k á,Giải trí
thay xe máy cáp côn 150k,Di chuyển
điện 25k lần này,Hóa đơn
chi phí học thêm toán 650k,Giáo dục
cuối tuần doanh thu bán online 500k nhé,Bán hàng
cho con học phí 250k,Giáo dục
tháng này tk nhận tiền tháng 1tr2 vừa xong,Lương
tháng này chi thức ăn chó 15k hơi đau ví,Thú cưng
05-05-2026 bowling 30k haiz,Giải trí
bonus dịp kỷ niệm công ty 2tr,Thưởng
sửa xe sau va quẹt 2tr,Di chuyển
chi phí đổ xăng 300k,Di chuyển
cuối tuần chi sửa đồ 15k hơi đau ví,Khác
tối qua cổ tức 20k luôn,Đầu tư
05-05-2026 chi shopee 120k,Bán hàng
đặt váy trên mạng 2tr,Mua sắm
"cuối tuần trả shopee 1,5tr á",Bán hàng
cuối tuần trả giúp đỡ 50kđ haiz,Từ thiện
ờm trả quạt 150k xong,Nhà ở
hôm nay trả payroll 25k á,Lương
bowling 800k,Giải trí
vừa chi không rõ 55k nhé,Khác
05-05-2026 chi sữa bé 3tr xong,Gia đình
sửa nhà 50k vnd xong,Nhà ở
doanh thu 8tr,Bán hàng
ờm chi payroll 120k,Lương
được mẹ cho tiền tiêu vặt 500k,Thu nhập khác
đóng góp ủng hộ đồng bào lũ lụt 15tr,Từ thiện
tiền từ cổ tức 2tr5,Đầu tư
tối qua logo 30k haiz,Freelance
hôm nay phí ngân hàng hàng tháng 5tr haiz,Hóa đơn
khám bệnh 800k,Sức khỏe
hoa 450k rồi,Quà tặng
gọi grab 4 chỗ đi chơi 80k,Di chuyển
vừa sắm ốp lưng 15tr haiz,Mua sắm
05-05-2026 ăn cà phê 150k lần này,Ăn uống
cuối tuần freelance thiết kế web 20k thật,Freelance
tối qua vitamin 200k lần này,Sức khỏe
hôm nay logo 150k xong,Freelance
tối qua trả thưởng tết 900k haiz,Thưởng
cuối tháng chi shopee 10tr hơi đau ví,Bán hàng
tháng này chi sách 3tr á,Giáo dục
tối qua trả KPI 8tr đấy,Thưởng
ờm trả tiền công ty 800k luôn,Lương
tháng này chi bowling 800k haiz,Giải trí
cuối tuần book grab bike 40k rồi,Di chuyển
tối qua cát mèo 50.000 thật,Thú cưng
tháng này KPI 2tr5 luôn,Thưởng
bán quần áo 600k,Bán hàng
05-05-2026 sơn tường 8tr,Nhà ở
